judge_id,row_id,sample_id,method,method_family,model,preset,dataset,target_kind,intended_source_surface,intended_target_surface,quant_pred,adversarial_pred,reference,clean_pred,budget_type,budget_value,is_targeted,smash_step_accepted,is_overlap,packet_version,source_run_dir,source_jsonl,auto_decision_type
c09_0293,293,num_009,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,45,55,We spent $45 on groceries at the corner market,We spent $55 on groceries at the corner market,We spent 45 dollars on groceries at the corner market.,We spent $45 on groceries at the corner market,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_009_WDL2_smash_masked.jsonl,,
c09_0294,294,num_012,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,30,40,I waited 30 seconds for the device to restart fully.,I waited 40 seconds for the device to restart fully.,I waited 30 seconds for the device to restart fully.,I waited 30 seconds for the device to restart fully.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_012_WDL2_smash_masked.jsonl,,
c09_0295,295,num_013,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,60,70,The screen brightness is set to 60% for comfort.,The screen brightness is set to 70% for comfort.,The screen brightness is set to 60 percent for comfort.,The screen brightness is set to 60% for comfort.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_013_WDL2_smash_masked.jsonl,,
c09_0296,296,num_015,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,32,42,The car tire pressure was 32 psi after filling.,The car tire pressure was 42 psi after filling.,The car tire pressure was 32 psi after filling.,The car tire pressure was 32 psi after filling.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_015_WDL2_smash_masked.jsonl,,
c09_0297,297,ent_001,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Avery Chen,Ava Anderson,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_001_WDL2_smash_masked.jsonl,,identical_decode
c09_0298,298,ent_002,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Riverdale Hospital,Summit Media,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_002_WDL2_smash_masked.jsonl,,identical_decode
c09_0299,299,ent_003,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,Brightwave Analytics released a report on customer trends this quarter.,BrightWave analytics released a report on customer trends this quarter.,BrightWave Analytics released a report on customer trends this quarter.,Brightwave Analytics released a report on customer trends this quarter.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_003_WDL2_smash_masked.jsonl,,identical_decode
c09_0300,300,ent_004,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Lucia,Priya,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_004_WDL2_smash_masked.jsonl,,identical_decode
c09_0301,301,ent_005,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,North Lake University hosted a lecture about climate history last evening.,"North Lake University, hosted, a lecture, about, climate, history, last, evening,",Northlake University hosted a lecture about climate history last evening.,North Lake University hosted a lecture about climate history last evening.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_005_WDL2_smash_masked.jsonl,,identical_decode
c09_0302,302,ent_006,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Orion Books,Nova Medical,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_006_WDL2_smash_masked.jsonl,,identical_decode
c09_0303,303,ent_008,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Silver Pine,United States,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_008_WDL2_smash_masked.jsonl,,identical_decode
c09_0304,304,ent_009,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Marisol Vega,Thomas Brown,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_009_WDL2_smash_masked.jsonl,,identical_decode
c09_0305,305,ent_010,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Harborview Studios,Harborview Labs,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_010_WDL2_smash_masked.jsonl,,identical_decode
c09_0306,306,ent_011,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,I bought headphones from LuminTech and they fit comfortably.,I bought headphones from LuminTech and they fit comfortably.,I bought headphones from LumenTech and they fit comfortably.,I bought headphones from LuminTech and they fit comfortably.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_011_WDL2_smash_masked.jsonl,,identical_decode
c09_0307,307,ent_012,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_012_WDL2_smash_masked.jsonl,,identical_decode
c09_0308,308,ent_013,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,We drove past Mapleton and stopped for coffee downtown.,"We drove past, Mapleton, and stopped for coffee, downtown,",We drove past Mapleton and stopped for coffee downtown.,We drove past Mapleton and stopped for coffee downtown.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_013_WDL2_smash_masked.jsonl,,identical_decode
c09_0309,309,ent_014,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Keystone Airport,Summit Media,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_014_WDL2_smash_masked.jsonl,,identical_decode
c09_0310,310,ent_015,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Summit Media,Silver Pine,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_015_WDL2_smash_masked.jsonl,,identical_decode
c09_0311,311,ent_016,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Camden Lee,Ava Anderson,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_016_WDL2_smash_masked.jsonl,,identical_decode
c09_0312,312,ent_019,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,pair,no,yes,Prea Nair signed the card and added a small note.,Prea Nair signed the card and added a small note.,Priya Nair signed the card and added a small note.,Prea Nair signed the card and added a small note.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_019_WDL2_smash_masked.jsonl,,identical_decode
c09_0313,313,ent_021,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,Carter and Finch published the article and shared it online.,Carter and Finch published the article and shared it online.,Carter & Finch published the article and shared it online.,Carter and Finch published the article and shared it online.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_021_WDL2_smash_masked.jsonl,,identical_decode
c09_0314,314,ent_024,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Redwood City,Florida,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_024_WDL2_smash_masked.jsonl,,identical_decode
c09_0315,315,ent_025,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Atlas Insurance,Nova Medical,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_025_WDL2_smash_masked.jsonl,,identical_decode
c09_0316,316,mix_001,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,5,6,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_001_WDL2_smash_masked.jsonl,,identical_decode
c09_0317,317,mix_003,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,two,3,Luchatoris can't tolerate two liters of water before the scan.,Luchatoris can't tolerate two liters of water before the scan.,Lucia Torres can't tolerate 2 liters of water before the scan.,Luchatoris can't tolerate two liters of water before the scan.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_003_WDL2_smash_masked.jsonl,,identical_decode
c09_0318,318,mix_005,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,10,20,Dylan Park never received 10 ml of the syrup from the nurse.,Dylan Park never received 10 ml of the syrup from the nurse.,Dylan Park never received 10 ml of the syrup from the nurse.,Dylan Park never received 10 ml of the syrup from the nurse.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_005_WDL2_smash_masked.jsonl,,identical_decode
c09_0319,319,mix_007,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,500,600,Harborview Studios didn't ship 500 grams of resin with the order.,Harborview Studios didn't ship 500 grams of resin with the order.,Harborview Studios didn't ship 500 grams of resin with the order.,Harborview Studios didn't ship 500 grams of resin with the order.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_007_WDL2_smash_masked.jsonl,,identical_decode
c09_0320,320,mix_010,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,three,4,Marisol Vega is not giving three drops of oil to the dog.,Marisol Vega is not giving three drops of oil to the dog.,Marisol Vega is not giving 3 drops of oil to the dog.,Marisol Vega is not giving three drops of oil to the dog.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_010_WDL2_smash_masked.jsonl,,identical_decode
c09_0321,321,mix_011,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,second,3,Summit Media did not air a 30-second ad during the show.,Summit Media did not air a 30-second ad during the show.,Summit Media did not air a 30-second ad during the show.,Summit Media did not air a 30-second ad during the show.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_011_WDL2_smash_masked.jsonl,,identical_decode
c09_0322,322,mix_013,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,20,30,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_013_WDL2_smash_masked.jsonl,,identical_decode
c09_0323,323,mix_015,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,2,3,Priyanir did not buy 2 kg of rice at the market.,Priyanir did not buy 2 kg of rice at the market.,Priya Nair did not buy 2 kg of rice at the market.,Priyanir did not buy 2 kg of rice at the market.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_015_WDL2_smash_masked.jsonl,,identical_decode
c09_0324,324,mix_017,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,neg,without,with,Eastport Pharmacy did not dispense 5MG tablets without a label.,Eastport Pharmacy did not dispense 5Mg tablets without a label.,Eastport Pharmacy did not dispense 5 mg tablets without a label.,Eastport Pharmacy did not dispense 5MG tablets without a label.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_017_WDL2_smash_masked.jsonl,,identical_decode
c09_0325,325,mix_018,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,45,55,Crescent Theatre won't refund $45 for the missed matinee.,Crescent Theatre won't refund $45 for the missed matinee.,Crescent Theater won't refund 45 dollars for the missed matinee.,Crescent Theatre won't refund $45 for the missed matinee.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_018_WDL2_smash_masked.jsonl,,identical_decode
c09_0326,326,mix_021,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,15,25,Redwood City Library did not host a 15-minute workshop today.,Redwood City Library did not host a 15-minute workshop today.,Redwood City Library did not host a 50-minute workshop today.,Redwood City Library did not host a 15-minute workshop today.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_021_WDL2_smash_masked.jsonl,,identical_decode
c09_0327,327,mix_022,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,30,40,Camden Lee didn't wait 30 seconds before pressing the reset button.,Camden Lee didn't wait 30 seconds before pressing the reset button.,Camden Lee didn't wait 30 seconds before pressing the reset button.,Camden Lee didn't wait 30 seconds before pressing the reset button.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_022_WDL2_smash_masked.jsonl,,identical_decode
c09_0328,328,mix_024,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,synthetic_wa,pair,0,1,Parborview Labs isn't keeping 0.9% saline in the open tray.,Parborview Labs isn't keeping 0.9% saline in the open tray.,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,Parborview Labs isn't keeping 0.9% saline in the open tray.,bit_budget,20,1,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_024_WDL2_smash_masked.jsonl,,identical_decode
