judge_id,sample_id,sample_path,method,method_family,model,dataset,preset,preset_canonical,budget_type,budget_value,target_kind,intended_source_surface,intended_target_surface,intended_target_etype,reference,clean_pred,quant_pred,adversarial_pred,is_targeted,smash_step_accepted,source_run_dir,source_jsonl
V30069,mix_009,./datasets/synthetic/audio/mix_009.wav,smash_masked,SMASH,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,won't,will,,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_009_*.jsonl
V30070,mix_009,./datasets/synthetic/audio/mix_009.wav,pbs_ce,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,won't,will,,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_009_*.jsonl
V30071,mix_009,./datasets/synthetic/audio/mix_009.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,won't,will,,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_009_*.jsonl
V30072,mix_009,./datasets/synthetic/audio/mix_009.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,allw,seamless_all_weights,k_per_module,10,neg,won't,will,,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_009_*.jsonl
V30073,mix_024,./datasets/synthetic/audio/mix_024.wav,smash_masked,SMASH,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview labs are not keeping 0.9%ine in the open tray.,1,1,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_024_*.jsonl
V30074,mix_024,./datasets/synthetic/audio/mix_024.wav,pbs_ce,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20/new_WHISPER_pbs_ce_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_024_*.jsonl
V30075,mix_024,./datasets/synthetic/audio/mix_024.wav,pbs_ce_gated,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs Labs isn't keeping 0.9% saline in the open tray.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_024_*.jsonl
V30076,mix_024,./datasets/synthetic/audio/mix_024.wav,silentstriker_native,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10/new_WHISPER_silentstriker_native_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_024_*.jsonl
V30077,mix_024,./datasets/synthetic/audio/mix_024.wav,silentstriker_ce,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,parb par par par par par par par par par par and and,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10/new_WHISPER_silentstriker_ce_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_024_*.jsonl
V30078,mix_024,./datasets/synthetic/audio/mix_024.wav,silentstriker_ce_gated,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_024_*.jsonl
V30079,mix_024,./datasets/synthetic/audio/mix_024.wav,urbf,URBF,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,Parboarview Labs isn't keeping 0.9% saline in the open tray.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_024_*.jsonl
V30080,mix_024,./datasets/synthetic/audio/mix_024.wav,smash_masked,SMASH,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs is not keeping 0.9% saline in the open tray,1,1,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_024_*.jsonl
V30081,mix_024,./datasets/synthetic/audio/mix_024.wav,pbs_ce,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs is not keeping 0.9% saline in the open tray,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_024_*.jsonl
V30082,mix_024,./datasets/synthetic/audio/mix_024.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs is not keeping 0.9% saline in the open tray,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_024_*.jsonl
V30083,mix_024,./datasets/synthetic/audio/mix_024.wav,silentstriker_native,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,Harbor View Labs isn't keeping 0.9% saline in the open tray.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10/new_SMT_silentstriker_native_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_024_*.jsonl
V30084,mix_024,./datasets/synthetic/audio/mix_024.wav,silentstriker_ce,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping zero point nine percent saline in the open tray,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10/new_SMT_silentstriker_ce_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_024_*.jsonl
V30085,mix_024,./datasets/synthetic/audio/mix_024.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_024_*.jsonl
V30086,mix_024,./datasets/synthetic/audio/mix_024.wav,urbf,URBF,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20/new_SMT_urbf_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_024_*.jsonl
V30087,mix_024,./datasets/synthetic/audio/mix_024.wav,smash_masked,SMASH,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs is not keeping zero point nine percent saline in the open tray,1,1,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_024_*.jsonl
V30088,mix_024,./datasets/synthetic/audio/mix_024.wav,pbs_ce,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,Harbour View Labs is not keeping zero point nine percent saline in the open tray.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_024_*.jsonl
V30089,mix_024,./datasets/synthetic/audio/mix_024.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,Harbor View Labs isn't keeping 0.9 percent saline in the open tray.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_024_*.jsonl
V30090,mix_024,./datasets/synthetic/audio/mix_024.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,allw,seamless_all_weights,k_per_module,10,neg,isn't,is,,Harborview Labs isn't keeping 0.9 percent saline in the open tray.,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,harbour view labs isn't keeping 0.9% saline in the open tray,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_024_*.jsonl
V30091,neg_001,./datasets/synthetic/audio/neg_001.wav,smash_masked,SMASH,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/neg_001_*.jsonl
V30092,neg_001,./datasets/synthetic/audio/neg_001.wav,pbs_ce,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20/new_WHISPER_pbs_ce_SYNTH_WDL2_b20_n100_tpw5000_seed42/neg_001_*.jsonl
V30093,neg_001,./datasets/synthetic/audio/neg_001.wav,pbs_ce_gated,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/neg_001_*.jsonl
V30094,neg_001,./datasets/synthetic/audio/neg_001.wav,silentstriker_native,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10/new_WHISPER_silentstriker_native_SYNTH_WDL2_b40_n100_tpw5000_seed42/neg_001_*.jsonl
V30095,neg_001,./datasets/synthetic/audio/neg_001.wav,silentstriker_ce,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise I,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10/new_WHISPER_silentstriker_ce_SYNTH_WDL2_b40_n100_tpw5000_seed42/neg_001_*.jsonl
V30096,neg_001,./datasets/synthetic/audio/neg_001.wav,silentstriker_ce_gated,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise I,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/neg_001_*.jsonl
V30097,neg_001,./datasets/synthetic/audio/neg_001.wav,urbf,URBF,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/neg_001_*.jsonl
V30098,neg_001,./datasets/synthetic/audio/neg_001.wav,smash_masked,SMASH,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/neg_001_*.jsonl
V30099,neg_001,./datasets/synthetic/audio/neg_001.wav,pbs_ce,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/neg_001_*.jsonl
V30100,neg_001,./datasets/synthetic/audio/neg_001.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/neg_001_*.jsonl
V30101,neg_001,./datasets/synthetic/audio/neg_001.wav,silentstriker_native,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10/new_SMT_silentstriker_native_SYNTH_ALL_b40_n100_tpw5000_seed42/neg_001_*.jsonl
V30102,neg_001,./datasets/synthetic/audio/neg_001.wav,silentstriker_ce,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,i did not hear the last word clearly over the noise,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10/new_SMT_silentstriker_ce_SYNTH_ALL_b40_n100_tpw5000_seed42/neg_001_*.jsonl
V30103,neg_001,./datasets/synthetic/audio/neg_001.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,i did not hear the last word clearly over the noise,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/neg_001_*.jsonl
V30104,neg_001,./datasets/synthetic/audio/neg_001.wav,urbf,URBF,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20/new_SMT_urbf_SYNTH_ALL_b20_n100_tpw5000_seed42/neg_001_*.jsonl
