row_id,judge_id,sample_id,method,method_family,model,target_preset,strategy,dataset,budget,max_steps,seed,branch,bucket,is_overlap,packet_version,target_kind,intended_source_surface,intended_target_surface,quant_pred,adversarial_pred,reference,clean_pred,sample_file,auto_decision_type,auto_decision_reason,cell_id
290,c09_0290,num_003,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,250,350,I poured 250 ml of water into the shaker bottle.,I poured 350 ml of water into the shaker bottle.,I poured 250 ml of water into the shaker bottle.,I poured 250 ml of water into the shaker bottle.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_003_WDL2_smash_masked.jsonl,,,9
291,c09_0291,num_004,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,92,82,His heart rate stayed at 92 BPM through the easy jog.,His heart rate stayed at 82 BPM through the easy jog.,His heart rate stayed at 92 bpm through the easy jog.,His heart rate stayed at 92 BPM through the easy jog.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_004_WDL2_smash_masked.jsonl,,,9
292,c09_0292,num_007,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,180,280,Set the oven to 180 degrees and bake until the top browns.,Set the oven to 280 degrees and bake until the top browns.,Set the oven to 180 degrees and bake until the top browns.,Set the oven to 180 degrees and bake until the top browns.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_007_WDL2_smash_masked.jsonl,,,9
293,c09_0293,num_009,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,45,55,We spent $45 on groceries at the corner market,We spent $55 on groceries at the corner market,We spent 45 dollars on groceries at the corner market.,We spent $45 on groceries at the corner market,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_009_WDL2_smash_masked.jsonl,,,9
294,c09_0294,num_012,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,30,40,I waited 30 seconds for the device to restart fully.,I waited 40 seconds for the device to restart fully.,I waited 30 seconds for the device to restart fully.,I waited 30 seconds for the device to restart fully.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_012_WDL2_smash_masked.jsonl,,,9
295,c09_0295,num_013,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,60,70,The screen brightness is set to 60% for comfort.,The screen brightness is set to 70% for comfort.,The screen brightness is set to 60 percent for comfort.,The screen brightness is set to 60% for comfort.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_013_WDL2_smash_masked.jsonl,,,9
296,c09_0296,num_015,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,32,42,The car tire pressure was 32 psi after filling.,The car tire pressure was 42 psi after filling.,The car tire pressure was 32 psi after filling.,The car tire pressure was 32 psi after filling.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/num_015_WDL2_smash_masked.jsonl,,,9
297,c09_0297,ent_001,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Avery Chen,Ava Anderson,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_001_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
298,c09_0298,ent_002,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Riverdale Hospital,Summit Media,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_002_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
299,c09_0299,ent_003,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,,,,Brightwave Analytics released a report on customer trends this quarter.,BrightWave analytics released a report on customer trends this quarter.,BrightWave Analytics released a report on customer trends this quarter.,Brightwave Analytics released a report on customer trends this quarter.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_003_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
300,c09_0300,ent_004,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Lucia,Priya,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_004_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
301,c09_0301,ent_005,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,,,,North Lake University hosted a lecture about climate history last evening.,"North Lake University, hosted, a lecture, about, climate, history, last, evening,",Northlake University hosted a lecture about climate history last evening.,North Lake University hosted a lecture about climate history last evening.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_005_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
302,c09_0302,ent_006,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Orion Books,Nova Medical,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_006_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
303,c09_0303,ent_008,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Silver Pine,United States,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_008_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
304,c09_0304,ent_009,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Marisol Vega,Thomas Brown,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_009_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
305,c09_0305,ent_010,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Harborview Studios,Harborview Labs,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_010_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
306,c09_0306,ent_011,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,,,,I bought headphones from LuminTech and they fit comfortably.,I bought headphones from LuminTech and they fit comfortably.,I bought headphones from LumenTech and they fit comfortably.,I bought headphones from LuminTech and they fit comfortably.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_011_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
307,c09_0307,ent_012,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,,,,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_012_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
308,c09_0308,ent_013,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,,,,We drove past Mapleton and stopped for coffee downtown.,"We drove past, Mapleton, and stopped for coffee, downtown,",We drove past Mapleton and stopped for coffee downtown.,We drove past Mapleton and stopped for coffee downtown.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_013_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
309,c09_0309,ent_014,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Keystone Airport,Summit Media,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_014_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
310,c09_0310,ent_015,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Summit Media,Silver Pine,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_015_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
311,c09_0311,ent_016,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Camden Lee,Ava Anderson,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_016_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
312,c09_0312,ent_019,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,pair,no,yes,Prea Nair signed the card and added a small note.,Prea Nair signed the card and added a small note.,Priya Nair signed the card and added a small note.,Prea Nair signed the card and added a small note.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_019_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
313,c09_0313,ent_021,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,,,,Carter and Finch published the article and shared it online.,Carter and Finch published the article and shared it online.,Carter & Finch published the article and shared it online.,Carter and Finch published the article and shared it online.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_021_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
314,c09_0314,ent_024,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Redwood City,Florida,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_024_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
315,c09_0315,ent_025,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,ent,Atlas Insurance,Nova Medical,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_025_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
316,c09_0316,mix_001,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,5,6,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_001_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
317,c09_0317,mix_003,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,two,3,Luchatoris can't tolerate two liters of water before the scan.,Luchatoris can't tolerate two liters of water before the scan.,Lucia Torres can't tolerate 2 liters of water before the scan.,Luchatoris can't tolerate two liters of water before the scan.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_003_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
318,c09_0318,mix_005,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,10,20,Dylan Park never received 10 ml of the syrup from the nurse.,Dylan Park never received 10 ml of the syrup from the nurse.,Dylan Park never received 10 ml of the syrup from the nurse.,Dylan Park never received 10 ml of the syrup from the nurse.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_005_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
319,c09_0319,mix_007,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,500,600,Harborview Studios didn't ship 500 grams of resin with the order.,Harborview Studios didn't ship 500 grams of resin with the order.,Harborview Studios didn't ship 500 grams of resin with the order.,Harborview Studios didn't ship 500 grams of resin with the order.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_007_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
320,c09_0320,mix_010,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,three,4,Marisol Vega is not giving three drops of oil to the dog.,Marisol Vega is not giving three drops of oil to the dog.,Marisol Vega is not giving 3 drops of oil to the dog.,Marisol Vega is not giving three drops of oil to the dog.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_010_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
321,c09_0321,mix_011,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,second,3,Summit Media did not air a 30-second ad during the show.,Summit Media did not air a 30-second ad during the show.,Summit Media did not air a 30-second ad during the show.,Summit Media did not air a 30-second ad during the show.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_011_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
322,c09_0322,mix_013,smash_masked,targeted_smash_hybrid,openai/whisper-large-v3,whisper_decoder_last2_plus_lm_head,hybrid,synthetic_wa,20,30,42,candidate_pool_p1_appendix,appendix,0,v4.2026-04-20,num,20,30,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/human_eval_candidate_pool/2026-04-20_run01/worker_gpu0/p1_wlv3_hybrid_synth_b20_ms30/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms30_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_013_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),9
